causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count;causa_acidente_criterios;tipo_acidente_criterios;fase_dia_criterios;condicao_metereologica_criterios;tipo_veiculo_criterios
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Ceu Claro;Utilitario;Lesoes Leves;1;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Chuva;Automovel;Ileso;3;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Chuva;Automovel;Lesoes Graves;2;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Chuva;Automovel;Lesoes Leves;2;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Chuva;Automovel;Obito;2;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Chuva;Caminhao;Ileso;1;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Chuva;Caminhonete;Ileso;3;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Automovel;Ileso;2;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Leves;2;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Caminhao;Ileso;1;4;5;1;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Ileso;1;4;5;1;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Nublado;Automovel;Ileso;7;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Nublado;Automovel;Lesoes Graves;2;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Nublado;Automovel;Lesoes Leves;4;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Nublado;Caminhao;Ileso;1;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Nublado;Caminhao-trator;Ileso;4;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Nublado;Caminhao-trator;Lesoes Leves;2;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Nublado;Motocicleta;Lesoes Leves;3;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Automovel;Ileso;6;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Automovel;Lesoes Graves;4;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Automovel;Lesoes Leves;6;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Automovel;Obito;2;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Caminhao;Ileso;1;4;5;1;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Caminhao;Lesoes Graves;1;4;5;1;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Caminhonete;Ileso;1;4;5;1;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Motocicleta;Ileso;1;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Motocicleta;Lesoes Graves;1;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao com objeto;Pleno dia;Sol;Motocicleta;Lesoes Leves;2;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ceu Claro;Automovel;Ileso;1;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ceu Claro;Automovel;Lesoes Leves;4;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ceu Claro;Ciclomotor;Lesoes Leves;1;4;5;4;1;4
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ceu Claro;Motocicleta;Lesoes Graves;4;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ignorado;Automovel;Ileso;1;4;5;4;0;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ignorado;Automovel;Lesoes Graves;1;4;5;4;0;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ignorado;Automovel;Lesoes Leves;1;4;5;4;0;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ignorado;Caminhao-trator;Ileso;1;4;5;4;0;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Amanhecer;Ignorado;Caminhonete;Ileso;2;4;5;4;0;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Automovel;Ileso;5;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Automovel;Lesoes Graves;1;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Automovel;Lesoes Leves;2;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Automovel;Obito;2;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Bicicleta;Lesoes Leves;2;4;5;4;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Caminhao-trator;Ileso;1;4;5;4;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Caminhonete;Ileso;1;4;5;4;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Motocicleta;Lesoes Graves;3;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Ceu Claro;Motocicleta;Lesoes Leves;1;4;5;4;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Chuva;Automovel;Lesoes Graves;2;4;5;4;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Chuva;Automovel;Lesoes Leves;1;4;5;4;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Chuva;Caminhonete;Ileso;1;4;5;4;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Chuva;Motocicleta;Ileso;2;4;5;4;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Chuva;Motocicleta;Lesoes Leves;2;4;5;4;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Nublado;Automovel;Ileso;1;4;5;4;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Nublado;Bicicleta;Lesoes Graves;1;4;5;4;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Nublado;Nao Informado;Ileso;1;4;5;4;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Sol;Caminhonete;Ileso;5;4;5;4;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Anoitecer;Sol;Motocicleta;Lesoes Graves;1;4;5;4;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Automovel;Ileso;34;4;5;2;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;9;4;5;2;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;16;4;5;2;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Bicicleta;Lesoes Graves;1;4;5;2;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;2;4;5;2;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Bicicleta;Obito;1;4;5;2;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Caminhao;Ileso;1;4;5;2;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Caminhao;Lesoes Graves;1;4;5;2;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;1;4;5;2;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;4;4;5;2;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Caminhonete;Ileso;6;4;5;2;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Caminhonete;Obito;4;4;5;2;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Micro-onibus;Lesoes Graves;6;4;5;2;1;4
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Micro-onibus;Lesoes Leves;3;4;5;2;1;4
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Micro-onibus;Obito;1;4;5;2;1;4
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Motocicleta;Ileso;1;4;5;2;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;8;4;5;2;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;7;4;5;2;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Motocicleta;Obito;1;4;5;2;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Motoneta;Lesoes Graves;2;4;5;2;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;1;4;5;2;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Ceu Claro;Onibus;Ileso;1;4;5;2;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Automovel;Ileso;3;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Automovel;Lesoes Leves;1;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Bicicleta;Lesoes Graves;1;4;5;2;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Caminhonete;Ileso;1;4;5;2;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Motocicleta;Lesoes Graves;1;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Motocicleta;Lesoes Leves;1;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Motocicleta;Obito;1;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Onibus;Ileso;1;4;5;2;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Chuva;Utilitario;Ileso;1;4;5;2;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Automovel;Ileso;3;4;5;2;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Automovel;Lesoes Graves;1;4;5;2;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Automovel;Lesoes Leves;2;4;5;2;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Bicicleta;Lesoes Leves;1;4;5;2;3;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Ileso;1;4;5;2;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Caminhonete;Ileso;1;4;5;2;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Motocicleta;Ileso;1;4;5;2;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Graves;2;4;5;2;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;3;4;5;2;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Garoa/Chuvisco;Nao Informado;Ileso;1;4;5;2;3;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Automovel;Ileso;5;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Automovel;Lesoes Graves;3;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Automovel;Lesoes Leves;2;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Bicicleta;Lesoes Graves;1;4;5;2;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Caminhao;Ileso;1;4;5;2;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Caminhonete;Lesoes Leves;1;4;5;2;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Motocicleta;Lesoes Graves;2;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Motocicleta;Lesoes Leves;3;4;5;2;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Plena Noite;Nublado;Nao Informado;Ileso;2;4;5;2;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Automovel;Ileso;28;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;5;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;11;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Automovel;Obito;2;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;2;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Bicicleta;Obito;2;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Caminhao;Ileso;5;4;5;1;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Caminhao;Lesoes Graves;2;4;5;1;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1;4;5;1;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;4;4;5;1;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Caminhonete;Ileso;10;4;5;1;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Caminhonete;Lesoes Graves;2;4;5;1;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;3;4;5;1;1;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Ciclomotor;Lesoes Leves;1;4;5;1;1;4
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Motocicleta;Ileso;3;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;6;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;14;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Motocicleta;Obito;2;4;5;1;1;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Motoneta;Lesoes Graves;2;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;1;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Nao Informado;Ileso;2;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Nao Informado;Lesoes Graves;1;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Nao Informado;Lesoes Leves;2;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Nao Informado;Obito;1;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Onibus;Ileso;1;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Reboque;Ileso;1;4;5;1;1;5
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Ceu Claro;Utilitario;Ileso;1;4;5;1;1;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Chuva;Automovel;Lesoes Graves;1;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Chuva;Automovel;Lesoes Leves;1;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Chuva;Caminhao-trator;Ileso;1;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Chuva;Caminhonete;Ileso;2;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Chuva;Motocicleta;Lesoes Leves;2;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Graves;1;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Leves;2;4;5;1;3;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Garoa/Chuvisco;Caminhonete;Ileso;1;4;5;1;3;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nevoeiro/Neblina;Automovel;Ileso;2;4;5;1;4;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;4;5;1;4;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Automovel;Ileso;9;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Automovel;Lesoes Graves;1;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Automovel;Lesoes Leves;9;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Bicicleta;Obito;1;4;5;1;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Caminhao;Ileso;2;4;5;1;2;2
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Ciclomotor;Lesoes Leves;1;4;5;1;2;4
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Motocicleta;Lesoes Leves;7;4;5;1;2;1
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Nublado;Nao Informado;Ileso;2;4;5;1;2;3
Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Pleno dia;Sol;Automovel;Ileso;2;4;5;1;3;1
